"Species ID","Park Name","Category","Order","Family","Scientific Name","Common Names","Record Status","Occurrence","Nativeness","Abundance","Seasonality","Conservation Status","...14"
"REDW-1440","Redwood National Park","Bird","Passeriformes","Fringillidae","Carduelis tristis","American Goldfinch","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1441","Redwood National Park","Bird","Passeriformes","Fringillidae","Carpodacus cassinii","Cassin's Finch","Approved","Not Confirmed","Unknown",NA,NA,NA,NA
"REDW-1442","Redwood National Park","Bird","Passeriformes","Fringillidae","Carpodacus mexicanus","House Finch","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1443","Redwood National Park","Bird","Passeriformes","Fringillidae","Carpodacus purpureus","Purple Finch","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1444","Redwood National Park","Bird","Passeriformes","Fringillidae","Coccothraustes vespertinus","Evening Grosbeak","Approved","Present","Native","Rare","Resident",NA,NA
"REDW-1445","Redwood National Park","Bird","Passeriformes","Fringillidae","Fringilla montifringilla","Brambling","In Review",NA,NA,NA,NA,NA,NA
"REDW-1446","Redwood National Park","Bird","Passeriformes","Fringillidae","Loxia curvirostra","Red Crossbill","Approved","Present","Native","Uncommon","Breeder","Species of Concern",NA
"REDW-1447","Redwood National Park","Bird","Passeriformes","Fringillidae","Pinicola enucleator","Pine Grosbeak","Approved","Not Confirmed","Unknown",NA,NA,NA,NA
"REDW-1448","Redwood National Park","Bird","Passeriformes","Fringillidae","Spinus pinus","Pine Siskin","In Review",NA,NA,NA,NA,NA,NA
"REDW-1449","Redwood National Park","Bird","Passeriformes","Fringillidae","Spinus psaltria","Lesser Goldfinch","In Review",NA,NA,NA,NA,NA,NA
"REDW-1450","Redwood National Park","Bird","Passeriformes","Fringillidae","Spinus tristis","American Goldfinch","In Review",NA,NA,NA,NA,NA,NA
"REDW-1451","Redwood National Park","Bird","Passeriformes","Hirundinidae","Hirundo pyrrhonota","Cliff Swallow","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1452","Redwood National Park","Bird","Passeriformes","Hirundinidae","Hirundo rustica","Barn Swallow","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1453","Redwood National Park","Bird","Passeriformes","Hirundinidae","Iridoprocne bicolor","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1454","Redwood National Park","Bird","Passeriformes","Hirundinidae","Petrochelidon pyrrhonota","American Cliff Swallow, Cliff Swallow","In Review",NA,NA,NA,NA,NA,NA
"REDW-1455","Redwood National Park","Bird","Passeriformes","Hirundinidae","Progne subis","Purple Martin","Approved","Present","Native","Occasional",NA,"Species of Concern",NA
"REDW-1456","Redwood National Park","Bird","Passeriformes","Hirundinidae","Riparia riparia","Bank Swallow","Approved","Present","Native","Rare",NA,"Species of Concern",NA
"REDW-1457","Redwood National Park","Bird","Passeriformes","Hirundinidae","Stelgidopteryx ruficollis","Southern Rough-Winged Swallow","In Review",NA,NA,NA,NA,NA,NA
"REDW-1458","Redwood National Park","Bird","Passeriformes","Hirundinidae","Stelgidopteryx serripennis","Northern Rough-Winged Swallow","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1459","Redwood National Park","Bird","Passeriformes","Hirundinidae","Tachycineta bicolor","Tree Swallow","Approved","Present","Native","Abundant","Breeder","Species of Concern",NA
"REDW-1460","Redwood National Park","Bird","Passeriformes","Hirundinidae","Tachycineta thalassina","Violet-Green Swallow","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1461","Redwood National Park","Bird","Passeriformes","Icteridae","Agelaius phoeniceus","Red-Winged Blackbird","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1462","Redwood National Park","Bird","Passeriformes","Icteridae","Agelaius tricolor","Tricolored Blackbird","In Review",NA,NA,NA,NA,"Under Review",NA
"REDW-1463","Redwood National Park","Bird","Passeriformes","Icteridae","Dolichonyx oryzivorus","Bobolink","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"REDW-1464","Redwood National Park","Bird","Passeriformes","Icteridae","Euphagus carolinus","Rusty Blackbird","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"REDW-1465","Redwood National Park","Bird","Passeriformes","Icteridae","Euphagus cyanocephalus","Brewer's Blackbird","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1466","Redwood National Park","Bird","Passeriformes","Icteridae","Icterus bullockii","Bullock's Oriole","Approved","Present","Native","Uncommon","Breeder",NA,NA
"REDW-1467","Redwood National Park","Bird","Passeriformes","Icteridae","Icterus cucullatus","Hooded Oriole","Approved","Not Confirmed","Native",NA,NA,NA,NA
"REDW-1468","Redwood National Park","Bird","Passeriformes","Icteridae","Icterus galbula","Northern Oriole","In Review","Present",NA,NA,NA,NA,NA
"REDW-1469","Redwood National Park","Bird","Passeriformes","Icteridae","Icterus spurius","Orchard Oriole","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"REDW-1470","Redwood National Park","Bird","Passeriformes","Icteridae","Molothrus ater","Brown-Headed Cowbird","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1471","Redwood National Park","Bird","Passeriformes","Icteridae","Quiscalus quiscula","Common Grackle","In Review",NA,NA,NA,NA,NA,NA
"REDW-1472","Redwood National Park","Bird","Passeriformes","Icteridae","Sturnella neglecta","Western Meadowlark","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1473","Redwood National Park","Bird","Passeriformes","Icteridae","Xanthocephalus xanthocephalus","Yellow-Headed Blackbird","Approved","Present","Not Native","Rare","Migratory",NA,NA
"REDW-1474","Redwood National Park","Bird","Passeriformes","Laniidae","Lanius excubitor","Northern Shrike","Approved","Present","Native","Occasional","Resident",NA,NA
"REDW-1475","Redwood National Park","Bird","Passeriformes","Laniidae","Lanius ludovicianus","Loggerhead Shrike","Approved","Not Confirmed","Native",NA,NA,"Species of Concern",NA
"REDW-1476","Redwood National Park","Bird","Passeriformes","Mimidae","Dumetella carolinensis","Gray Catbird","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"REDW-1477","Redwood National Park","Bird","Passeriformes","Mimidae","Mimus polyglottos","Northern Mockingbird","Approved","Present","Native","Rare","Resident",NA,NA
"REDW-1478","Redwood National Park","Bird","Passeriformes","Mimidae","Oreoscoptes montanus","Sage Thrasher","In Review",NA,NA,NA,NA,"Species of Concern",NA
"REDW-1479","Redwood National Park","Bird","Passeriformes","Mimidae","Toxostoma rufum","Brown Thrasher","In Review",NA,NA,NA,NA,NA,NA
"REDW-1480","Redwood National Park","Bird","Passeriformes","Motacillidae","Anthus cervinus","Red-Throated Pipit","In Review",NA,NA,NA,NA,NA,NA
"REDW-1481","Redwood National Park","Bird","Passeriformes","Motacillidae","Anthus rubescens","American Pipit","Approved","Present","Native","Uncommon","Resident",NA,NA
"REDW-1482","Redwood National Park","Bird","Passeriformes","Motacillidae","Anthus rubescens japonicus","American Pipit, Buff-Bellied Pipit","In Review",NA,NA,NA,NA,NA,NA
"REDW-1483","Redwood National Park","Bird","Passeriformes","Motacillidae","Anthus spinoletta","Water Pipit","In Review",NA,NA,NA,NA,NA,NA
"REDW-1484","Redwood National Park","Bird","Passeriformes","Motacillidae","Motacilla flava","Western Yellow Wagtail, Yellow Wagtail","In Review",NA,NA,NA,NA,NA,NA
"REDW-1485","Redwood National Park","Bird","Passeriformes","Paridae","Parus atricapillus","Black-Capped Chickadee","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1486","Redwood National Park","Bird","Passeriformes","Paridae","Parus gambeli","Mountain Chickadee","Approved","Not Confirmed","Native",NA,NA,NA,NA
"REDW-1487","Redwood National Park","Bird","Passeriformes","Paridae","Parus inornatus","Plain Titmouse","In Review",NA,NA,NA,NA,NA,NA
"REDW-1488","Redwood National Park","Bird","Passeriformes","Paridae","Parus rufescens","Chestnut-Backed Chickadee","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1489","Redwood National Park","Bird","Passeriformes","Paridae","Poecile atricapillus","Black-Capped Chickadee","In Review",NA,NA,NA,NA,NA,NA
"REDW-1490","Redwood National Park","Bird","Passeriformes","Paridae","Poecile gambeli","Mountain Chickadee","In Review",NA,NA,NA,NA,NA,NA
"REDW-1491","Redwood National Park","Bird","Passeriformes","Paridae","Poecile rufescens","Chestnut-Backed Chickadee","In Review",NA,NA,NA,NA,NA,NA
"REDW-1492","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica caerulescens","Black-Throated Blue Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1493","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica castanea","Bay-Breasted Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1494","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica coronata","Yellow-Rumped Warbler","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1495","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica coronata auduboni","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1496","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica coronata coronata","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1497","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica discolor","Prairie Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1498","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica dominica","Yellow-Throated Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1499","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica fusca","Blackburnian Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1500","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica magnolia","Magnolia Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1501","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica nigrescens","Black-Throated Gray Warbler","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1502","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica occidentalis","Hermit Warbler","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1503","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica palmarum","Palm Warbler","Approved","Present","Not Native","Rare","Vagrant",NA,NA
"REDW-1504","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica pensylvanica","Chestnut-Sided Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1505","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica petechia","Yellow Warbler","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1506","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica striata","Blackpoll Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1507","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica tigrina","Cape May Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1508","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica townsendi","Townsend's Warbler","Approved","Present","Native","Common","Resident",NA,NA
"REDW-1509","Redwood National Park","Bird","Passeriformes","Parulidae","Dendroica virens","Black-Throated Green Warbler","Approved","Present","Native","Occasional","Vagrant",NA,NA
"REDW-1510","Redwood National Park","Bird","Passeriformes","Parulidae","Geothlypis trichas","Common Yellowthroat","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1511","Redwood National Park","Bird","Passeriformes","Parulidae","Icteria virens","Yellow-Breasted Chat","Approved","Present","Native","Rare","Resident","Species of Concern",NA
"REDW-1512","Redwood National Park","Bird","Passeriformes","Parulidae","Mniotilta varia","Black-And-White Warbler","Approved","Not Confirmed","Not Native",NA,NA,NA,NA
"REDW-1513","Redwood National Park","Bird","Passeriformes","Parulidae","Oporornis formosus","Kentucky Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1514","Redwood National Park","Bird","Passeriformes","Parulidae","Oporornis tolmiei","Macgillivray's Warbler","Approved","Present","Native","Uncommon","Breeder","Species of Concern",NA
"REDW-1515","Redwood National Park","Bird","Passeriformes","Parulidae","Parula americana","Northern Parula Warbler","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"REDW-1516","Redwood National Park","Bird","Passeriformes","Parulidae","Protonotaria citrea","Prothonotary Warbler","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"REDW-1517","Redwood National Park","Bird","Passeriformes","Parulidae","Seiurus aurocapillus","Ovenbird","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"REDW-1518","Redwood National Park","Bird","Passeriformes","Parulidae","Seiurus noveboracensis","Northern Waterthrush","In Review",NA,NA,NA,NA,NA,NA
"REDW-1519","Redwood National Park","Bird","Passeriformes","Parulidae","Setophaga ruticilla","American Redstart","Approved","Present","Native","Rare","Breeder",NA,NA
"REDW-1520","Redwood National Park","Bird","Passeriformes","Parulidae","Vermivora celata","Orange-Crowned Warbler","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1521","Redwood National Park","Bird","Passeriformes","Parulidae","Vermivora celata celata","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1522","Redwood National Park","Bird","Passeriformes","Parulidae","Vermivora celata lutescens","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1523","Redwood National Park","Bird","Passeriformes","Parulidae","Vermivora celata orestera","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1524","Redwood National Park","Bird","Passeriformes","Parulidae","Vermivora peregrina","Tennessee Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1525","Redwood National Park","Bird","Passeriformes","Parulidae","Vermivora pinus","Blue-Winged Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1526","Redwood National Park","Bird","Passeriformes","Parulidae","Vermivora ruficapilla","Nashville Warbler","Approved","Present","Native","Uncommon","Resident","Species of Concern",NA
"REDW-1527","Redwood National Park","Bird","Passeriformes","Parulidae","Vermivora virginiae","Virginia's Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1528","Redwood National Park","Bird","Passeriformes","Parulidae","Wilsonia canadensis","Canada Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1529","Redwood National Park","Bird","Passeriformes","Parulidae","Wilsonia citrina","Hooded Warbler","In Review",NA,NA,NA,NA,NA,NA
"REDW-1530","Redwood National Park","Bird","Passeriformes","Parulidae","Wilsonia pusilla","Wilson's Warbler","Approved","Present","Native","Common","Breeder","Species of Concern",NA
"REDW-1531","Redwood National Park","Bird","Passeriformes","Passeridae","Passer domesticus","House Sparrow","Approved","Present","Not Native","Abundant","Breeder",NA,NA
"REDW-1532","Redwood National Park","Bird","Passeriformes","Polioptilidae","Polioptila caerulea","Blue-Gray Gnatcatcher, Blue-Grey Gnatcatcher","In Review",NA,NA,NA,NA,NA,NA
"REDW-1533","Redwood National Park","Bird","Passeriformes","Ptilogonatidae","Phainopepla nitens","Phainopepla","In Review",NA,NA,NA,NA,"Species of Concern",NA
"REDW-1534","Redwood National Park","Bird","Passeriformes","Regulidae","Regulus calendula","Ruby-Crowned Kinglet","Approved","Present","Native","Abundant","Resident",NA,NA
"REDW-1535","Redwood National Park","Bird","Passeriformes","Regulidae","Regulus satrapa","Golden-Crowned Kinglet","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1536","Redwood National Park","Bird","Passeriformes","Sittidae","Sitta canadensis","Red-Breasted Nuthatch","Approved","Present","Native","Uncommon","Breeder",NA,NA
"REDW-1537","Redwood National Park","Bird","Passeriformes","Sittidae","Sitta carolinensis","White-Breasted Nuthatch","Approved","Present","Native","Occasional","Migratory",NA,NA
"REDW-1538","Redwood National Park","Bird","Passeriformes","Sittidae","Sitta pusilla","Brown-Headed Nuthatch","In Review",NA,NA,NA,NA,NA,NA
"REDW-1539","Redwood National Park","Bird","Passeriformes","Sturnidae","Sturnus vulgaris","European Starling","Approved","Present","Not Native","Abundant","Breeder",NA,NA
"REDW-1540","Redwood National Park","Bird","Passeriformes","Sylviidae","Chamaea fasciata","Wrentit","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1541","Redwood National Park","Bird","Passeriformes","Troglodytidae","Catherpes mexicanus","Canyon Wren","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"REDW-1542","Redwood National Park","Bird","Passeriformes","Troglodytidae","Cistothorus palustris","Marsh Wren","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1543","Redwood National Park","Bird","Passeriformes","Troglodytidae","Salpinctes obsoletus","Rock Wren","Approved","Not Confirmed","Native",NA,NA,NA,NA
"REDW-1544","Redwood National Park","Bird","Passeriformes","Troglodytidae","Telmatodytes palustris","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1545","Redwood National Park","Bird","Passeriformes","Troglodytidae","Thryomanes bewickii","Bewick's Wren","Approved","Present","Native","Uncommon","Breeder",NA,NA
"REDW-1546","Redwood National Park","Bird","Passeriformes","Troglodytidae","Troglodytes aedon","House Wren","Approved","Present","Native","Uncommon","Breeder",NA,NA
"REDW-1547","Redwood National Park","Bird","Passeriformes","Troglodytidae","Troglodytes troglodytes","Winter Wren","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1548","Redwood National Park","Bird","Passeriformes","Turdidae","Catharus guttatus","Hermit Thrush","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1549","Redwood National Park","Bird","Passeriformes","Turdidae","Catharus minimus","Gray-Cheeked Thrush, Grey-Cheeked Thrush","In Review",NA,NA,NA,NA,NA,NA
"REDW-1550","Redwood National Park","Bird","Passeriformes","Turdidae","Catharus ustulatus","Swainson's Thrush","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1551","Redwood National Park","Bird","Passeriformes","Turdidae","Hylocichla guttata","Hermit Thrush","In Review",NA,NA,NA,NA,NA,NA
"REDW-1552","Redwood National Park","Bird","Passeriformes","Turdidae","Hylocichla ustulata","Swainson's Thrush","In Review",NA,NA,NA,NA,NA,NA
"REDW-1553","Redwood National Park","Bird","Passeriformes","Turdidae","Ixoreus naevius","Varied Thrush","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1554","Redwood National Park","Bird","Passeriformes","Turdidae","Myadestes townsendi","Townsend's Solitaire","Approved","Present","Native","Uncommon","Breeder",NA,NA
"REDW-1555","Redwood National Park","Bird","Passeriformes","Turdidae","Sialia currucoides","Mountain Bluebird","Approved","Present","Native","Occasional","Migratory",NA,NA
"REDW-1556","Redwood National Park","Bird","Passeriformes","Turdidae","Sialia mexicana","Western Bluebird","Approved","Present","Native","Uncommon","Breeder","Species of Concern",NA
"REDW-1557","Redwood National Park","Bird","Passeriformes","Turdidae","Turdus migratorius","American Robin","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1558","Redwood National Park","Bird","Passeriformes","Tyrannidae","Contopus borealis","Olive-Sided Flycatcher","In Review",NA,NA,NA,NA,NA,NA
"REDW-1559","Redwood National Park","Bird","Passeriformes","Tyrannidae","Contopus cooperi","Olive-Sided Flycatcher","Approved","Present","Native","Uncommon","Breeder","Species of Concern",NA
"REDW-1560","Redwood National Park","Bird","Passeriformes","Tyrannidae","Contopus sordidulus","Western Wood-Pewee","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1561","Redwood National Park","Bird","Passeriformes","Tyrannidae","Empidonax difficilis","Pacific-Slope Flycatcher","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1562","Redwood National Park","Bird","Passeriformes","Tyrannidae","Empidonax hammondii","Hammond's Flycatcher","Approved","Present","Not Native","Occasional","Migratory",NA,NA
"REDW-1563","Redwood National Park","Bird","Passeriformes","Tyrannidae","Empidonax minimus","Least Flycatcher","In Review",NA,NA,NA,NA,NA,NA
"REDW-1564","Redwood National Park","Bird","Passeriformes","Tyrannidae","Empidonax oberholseri","Dusky Flycatcher","Approved","Present","Native","Occasional","Migratory",NA,NA
"REDW-1565","Redwood National Park","Bird","Passeriformes","Tyrannidae","Empidonax traillii","Willow Flycatcher","Approved","Present","Native","Occasional","Resident","Species of Concern",NA
"REDW-1566","Redwood National Park","Bird","Passeriformes","Tyrannidae","Empidonax traillii brewsteri","None","In Review",NA,NA,NA,NA,"Species of Concern",NA
"REDW-1567","Redwood National Park","Bird","Passeriformes","Tyrannidae","Empidonax wrightii","Gray Flycatcher, Grey Flycatcher","In Review",NA,NA,NA,NA,NA,NA
"REDW-1568","Redwood National Park","Bird","Passeriformes","Tyrannidae","Myiarchus cinerascens","Ash-Throated Flycatcher","Approved","Present","Native","Occasional","Migratory",NA,NA
"REDW-1569","Redwood National Park","Bird","Passeriformes","Tyrannidae","Nuttallornis borealis","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1570","Redwood National Park","Bird","Passeriformes","Tyrannidae","Pyrocephalus rubinus","Vermilion Flycatcher","In Review",NA,NA,NA,NA,"Species of Concern",NA
"REDW-1571","Redwood National Park","Bird","Passeriformes","Tyrannidae","Sayornis nigricans","Black Phoebe","Approved","Present","Native","Uncommon","Breeder",NA,NA
"REDW-1572","Redwood National Park","Bird","Passeriformes","Tyrannidae","Sayornis saya","Say's Phoebe","Approved","Present","Native","Rare","Migratory",NA,NA
"REDW-1573","Redwood National Park","Bird","Passeriformes","Tyrannidae","Tyrannus forficatus","Scissor-Tailed Flycatcher","In Review",NA,NA,NA,NA,NA,NA
"REDW-1574","Redwood National Park","Bird","Passeriformes","Tyrannidae","Tyrannus melancholicus","Tropical Kingbird","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"REDW-1575","Redwood National Park","Bird","Passeriformes","Tyrannidae","Tyrannus tyrannus","Eastern Kingbird","Approved","Present","Not Native","Occasional","Vagrant",NA,NA
"REDW-1576","Redwood National Park","Bird","Passeriformes","Tyrannidae","Tyrannus verticalis","Western Kingbird","Approved","Present","Native","Rare","Migratory",NA,NA
"REDW-1577","Redwood National Park","Bird","Passeriformes","Vireonidae","Vireo cassinii","Cassin's Vireo","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1578","Redwood National Park","Bird","Passeriformes","Vireonidae","Vireo flavifrons","Yellow-Throated Vireo","In Review",NA,NA,NA,NA,NA,NA
"REDW-1579","Redwood National Park","Bird","Passeriformes","Vireonidae","Vireo gilvus","Warbling Vireo","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1580","Redwood National Park","Bird","Passeriformes","Vireonidae","Vireo huttoni","Hutton's Vireo","Approved","Present","Native","Uncommon","Breeder",NA,NA
"REDW-1581","Redwood National Park","Bird","Passeriformes","Vireonidae","Vireo olivaceus","Red-Eyed Vireo","In Review",NA,NA,NA,NA,NA,NA
"REDW-1582","Redwood National Park","Bird","Passeriformes","Vireonidae","Vireo philadelphicus","Philadelphia Vireo","In Review",NA,NA,NA,NA,NA,NA
"REDW-1583","Redwood National Park","Bird","Passeriformes","Vireonidae","Vireo solitarius","Blue-Headed Vireo, Solitary Vireo","In Review",NA,NA,NA,NA,NA,NA
"REDW-1584","Redwood National Park","Bird","Pelecaniformes","Ardeidae","Ardea alba","Great Egret","Approved","Present","Native","Common","Resident",NA,NA
"REDW-1585","Redwood National Park","Bird","Pelecaniformes","Ardeidae","Ardea herodias","Great Blue Heron","Approved","Present","Native","Common","Breeder","Species of Concern",NA
"REDW-1586","Redwood National Park","Bird","Pelecaniformes","Ardeidae","Botaurus lentiginosus","American Bittern","Approved","Present","Native","Rare","Breeder","Species of Concern",NA
"REDW-1587","Redwood National Park","Bird","Pelecaniformes","Ardeidae","Bubulcus ibis","Cattle Egret","Approved","Present","Native","Rare","Resident",NA,NA
"REDW-1588","Redwood National Park","Bird","Pelecaniformes","Ardeidae","Butorides striatus","Green-Backed Heron","In Review",NA,NA,NA,NA,NA,NA
"REDW-1589","Redwood National Park","Bird","Pelecaniformes","Ardeidae","Butorides virescens","Green Heron","Approved","Present","Native","Uncommon","Breeder",NA,NA
"REDW-1590","Redwood National Park","Bird","Pelecaniformes","Ardeidae","Casmerodius albus","Great Egret","Approved","Present","Native","Uncommon","Resident",NA,NA
"REDW-1591","Redwood National Park","Bird","Pelecaniformes","Ardeidae","Egretta caerulea","Little Blue Heron","In Review",NA,NA,NA,NA,NA,NA
"REDW-1592","Redwood National Park","Bird","Pelecaniformes","Ardeidae","Egretta thula","Snowy Egret","Approved","Present","Native","Rare","Breeder",NA,NA
"REDW-1593","Redwood National Park","Bird","Pelecaniformes","Ardeidae","Nycticorax nycticorax","Black-Crowned Night-Heron","Approved","Present","Native","Common","Breeder","Species of Concern",NA
"REDW-1594","Redwood National Park","Bird","Pelecaniformes","Pelecanidae","Pelecanus erythrorhynchos","American White Pelican","Approved","Present","Not Native","Occasional","Vagrant","Species of Concern",NA
"REDW-1595","Redwood National Park","Bird","Pelecaniformes","Pelecanidae","Pelecanus occidentalis","Brown Pelican","Approved","Present","Native","Common","Resident","In Recovery",NA
"REDW-1596","Redwood National Park","Bird","Pelecaniformes","Pelecanidae","Pelecanus occidentalis californicus","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1597","Redwood National Park","Bird","Pelecaniformes","Threskiornithidae","Plegadis chihi","White-Faced Ibis","In Review",NA,NA,NA,NA,"Species of Concern",NA
"REDW-1598","Redwood National Park","Bird","Piciformes","Picidae","Colaptes auratus","Northern Flicker","Approved","Present","Native","Abundant","Breeder",NA,NA
"REDW-1599","Redwood National Park","Bird","Piciformes","Picidae","Dendrocopos pubescens","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1600","Redwood National Park","Bird","Piciformes","Picidae","Dendrocopos villosus","None","In Review",NA,NA,NA,NA,NA,NA
"REDW-1601","Redwood National Park","Bird","Piciformes","Picidae","Dryocopus pileatus","Pileated Woodpecker","Approved","Present","Native","Uncommon","Breeder","Species of Concern",NA
"REDW-1602","Redwood National Park","Bird","Piciformes","Picidae","Melanerpes erythrocephalus","Red-Headed Woodpecker","Approved","Not Confirmed","Native",NA,NA,NA,NA
"REDW-1603","Redwood National Park","Bird","Piciformes","Picidae","Melanerpes formicivorus","Acorn Woodpecker","Approved","Present","Native","Common","Breeder",NA,NA
"REDW-1604","Redwood National Park","Bird","Piciformes","Picidae","Melanerpes lewis","Lewis' Woodpecker","Approved","Present","Native","Occasional","Migratory",NA,NA
"REDW-1605","Redwood National Park","Bird","Piciformes","Picidae","Picoides albolarvatus","White-Headed Woodpecker","In Review",NA,NA,NA,NA,NA,NA
"REDW-1606","Redwood National Park","Bird","Piciformes","Picidae","Picoides pubescens","Downy Woodpecker","Approved","Present","Native","Uncommon","Breeder","Species of Concern",NA
"REDW-1607","Redwood National Park","Bird","Piciformes","Picidae","Picoides villosus","Hairy Woodpecker","Approved","Present","Native","Uncommon","Breeder",NA,NA
"REDW-1608","Redwood National Park","Bird","Piciformes","Picidae","Sphyrapicus nuchalis","Red-Naped Sapsucker","In Review",NA,NA,NA,NA,NA,NA
"REDW-1609","Redwood National Park","Bird","Piciformes","Picidae","Sphyrapicus ruber","Red-Breasted Sapsucker","Approved","Present","Native","Uncommon","Breeder",NA,NA
"REDW-1610","Redwood National Park","Bird","Piciformes","Picidae","Sphyrapicus varius","Yellow-Bellied Sapsucker","Approved","Present","Not Native","Occasional","Vagrant","Species of Concern",NA
"REDW-1611","Redwood National Park","Bird","Podicipediformes","Podicipedidae","Aechmophorus clarkii","Clark's Grebe","Approved","Present","Native","Rare","Resident",NA,NA
"REDW-1612","Redwood National Park","Bird","Podicipediformes","Podicipedidae","Aechmophorus occidentalis","Western Grebe","Approved","Present","Native","Common","Breeder","Species of Concern",NA
"REDW-1613","Redwood National Park","Bird","Podicipediformes","Podicipedidae","Podiceps auritus","Horned Grebe","Approved","Present","Native","Common","Resident",NA,NA
"REDW-1614","Redwood National Park","Bird","Podicipediformes","Podicipedidae","Podiceps grisegena","Red-Necked Grebe","Approved","Present","Native","Rare","Resident",NA,NA
"REDW-1615","Redwood National Park","Bird","Podicipediformes","Podicipedidae","Podiceps nigricollis","Eared Grebe","Approved","Present","Native","Uncommon","Resident",NA,NA
